ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Transcriptions,AlternativeValues
Portuguese-4-330-1,,Portuguese,4-330,mão,mão,m ɐ̃ũ,,,,false,^mão$,Portuguese,,
Portuguese-4-331-1,,Portuguese,4-331,palma de mão,palma_de_mão,p a ɫ m ɐ + d ɨ + m ɐ̃ũ,,,,false,^palma_de_mão$,Portuguese,,
Portuguese-4-340-1,,Portuguese,4-340,dedo,dedo,d ɛ d u,,,,false,^dedo$,Portuguese,,
Portuguese-4-342-1,,Portuguese,4-342,polegar,polegar,p u l ɨ ɡ a ɾ,,,,false,^polegar$,Portuguese,,
Portuguese-4-344-1,,Portuguese,4-344,unha,unha,u ɲ ɐ,,,,false,^unha$,Portuguese,,
Portuguese-4-345-1,,Portuguese,4-345,garra,garra,ɡ a ʁ ɐ,,,,false,^garra$,Portuguese,,
Portuguese-4-350-1,,Portuguese,4-350,perna,perna,p ɛ ɾ n ɐ,,,,false,^perna$,Portuguese,,
Portuguese-4-351-1,,Portuguese,4-351,coxa,coxa,k ɔ ʃ ɐ,,,,false,^coxa$,Portuguese,,
Portuguese-4-352-1,,Portuguese,4-352,barriga da perna,barriga_da_perna,b ɐ ʁ i ɡ ɐ + d ɐ + p ɛ ɾ n ɐ,,,,false,^barriga_da_perna$,Portuguese,,
Portuguese-4-360-1,,Portuguese,4-360,joelho,joelho,ʒ u ɐ ʎ u,,,,false,^joelho$,Portuguese,,
Portuguese-4-370-1,,Portuguese,4-370,pé,pé,p ɛ,,,,false,^pé$,Portuguese,,
Portuguese-4-371-1,,Portuguese,4-371,tornozelo,tornozelo,t u ɾ n u z ɛ l u,,,,false,^tornozelo$,Portuguese,,
Portuguese-4-372-1,,Portuguese,4-372,calcanhar,calcanhar,k a ɫ k ɐ ɲ a ɾ,,,,false,^calcanhar$,Portuguese,,
Portuguese-4-374-1,,Portuguese,4-374,pegada,pegada,p ɨ ɡ a d ɐ,,,,false,^pegada$,Portuguese,,
Portuguese-4-380-1,,Portuguese,4-380,dedo do pé,dedo_do_pé,d ɛ d u + d u + p ɛ,,,,false,^dedo_do_pé$,Portuguese,,
Portuguese-4-392-1,,Portuguese,4-392,asa,asa,a z ɐ,,,,false,^asa$,Portuguese,,
Portuguese-4-393-1,,Portuguese,4-393,pena,pena,p ɛ n ɐ,,,,false,^pena$,Portuguese,,
Portuguese-4-400-1,,Portuguese,4-400,peito,peito,p ɐi t u,,,,false,^peito$,Portuguese,,
Portuguese-4-410-1,,Portuguese,4-410,seio; mama,seio,s ɐi u,,,,false,^seio$,Portuguese,,
Portuguese-4-410-2,,Portuguese,4-410,seio; mama,mama,m ɐ m ɐ,,,,false,^mama$,Portuguese,,
Portuguese-4-412-1,,Portuguese,4-412,mamilo; teta,mamilo,m ɐ m i l u,,,,false,^mamilo$,Portuguese,,
Portuguese-4-412-2,,Portuguese,4-412,mamilo; teta,teta,t ɛ t ɐ,,,,false,^teta$,Portuguese,,
Portuguese-4-420-1,,Portuguese,4-420,úbere,úbere,u b ɨ ɾ ɨ,,,,false,^úbere$,Portuguese,,
Portuguese-4-430-1,,Portuguese,4-430,umbigo,umbigo,ũ b i ɡ u,,,,false,^umbigo$,Portuguese,,
Portuguese-4-440-1,,Portuguese,4-440,coração,coração,k u ɾ ɐ s ɐ̃ũ,,,,false,^coração$,Portuguese,,
Portuguese-4-441-1,,Portuguese,4-441,pulmão,pulmão,p u ɫ m ɐ̃ũ,,,,false,^pulmão$,Portuguese,,
Portuguese-4-450-1,,Portuguese,4-450,fígado,fígado,f i ɡ ɐ d u,,,,false,^fígado$,Portuguese,,
Portuguese-4-451-1,,Portuguese,4-451,rim,rim,ʁ ĩ,,,,false,^rim$,Portuguese,,
Portuguese-4-452-1,,Portuguese,4-452,baço,baço,b a s u,,,,false,^baço$,Portuguese,,
Portuguese-4-460-1,,Portuguese,4-460,estômago; barriga,estômago,ʃ t o m ɐ ɡ u,,,,false,^estômago$,Portuguese,,
Portuguese-4-460-2,,Portuguese,4-460,estômago; barriga,barriga,b ɐ ʁ i ɡ ɐ,,,,false,^barriga$,Portuguese,,
Portuguese-4-461-1,,Portuguese,4-461,intestinos; tripas,intestinos,ĩ t ɨ ʃ t i n u ʃ,,,,false,^intestinos$,Portuguese,,
Portuguese-4-461-2,,Portuguese,4-461,intestinos; tripas,tripas,t ɾ i p ɐ ʃ,,,,false,^tripas$,Portuguese,,
Portuguese-4-462-1,,Portuguese,4-462,cintura,cintura,s ĩ t u ɾ ɐ,,,,false,^cintura$,Portuguese,,
Portuguese-4-463-1,,Portuguese,4-463,quadril; anca; cadeira,quadril,k w ɐ d ɾ i ɫ,,,,false,^quadril$,Portuguese,,
Portuguese-4-463-2,,Portuguese,4-463,quadril; anca; cadeira,anca,ɐ̃ k ɐ,,,,false,^anca$,Portuguese,,
Portuguese-4-463-3,,Portuguese,4-463,quadril; anca; cadeira,cadeira,k ɐ d ɐi ɾ ɐ,,,,false,^cadeira$,Portuguese,,
Portuguese-4-464-1,,Portuguese,4-464,nádegas,nádegas,n a d ɨ ɡ ɐ ʃ,,,,false,^nádegas$,Portuguese,,
Portuguese-4-470-1,,Portuguese,4-470,útero; ventre,útero,u t ɨ ɾ u,,,,false,^útero$,Portuguese,,
Portuguese-4-470-2,,Portuguese,4-470,útero; ventre,ventre,v ẽ t ɾ ɨ,,,,false,^ventre$,Portuguese,,
Portuguese-4-490-1,,Portuguese,4-490,testículo,testículo,t ɨ ʃ t i k u l u,,,,false,^testículo$,Portuguese,,
Portuguese-4-492-1,,Portuguese,4-492,pênis,pênis,p e n i ʃ,,,,false,^pênis$,Portuguese,,
Portuguese-4-510-1,,Portuguese,4-510,respirar; respiração,respirar,ʁ ɨ ʃ p i ɾ a ɾ,,,,false,^respirar$,Portuguese,,
Portuguese-4-510-2,,Portuguese,4-510,respirar; respiração,respiração,ʁ ɨ ʃ p i ɾ ɐ s ɐ̃ũ,,,,false,^respiração$,Portuguese,,
Portuguese-4-520-1,,Portuguese,4-520,bocejar,bocejar,b u s ɨ ʒ a ɾ,,,,false,^bocejar$,Portuguese,,
Portuguese-4-521-1,,Portuguese,4-521,soluço,soluço,s u l u s u,,,,false,^soluço$,Portuguese,,
Portuguese-4-530-1,,Portuguese,4-530,tossir,tossir,t u s i ɾ,,,,false,^tossir$,Portuguese,,
Portuguese-4-540-1,,Portuguese,4-540,espirrar,espirrar,ʃ p i ʁ a ɾ,,,,false,^espirrar$,Portuguese,,
Portuguese-4-550-1,,Portuguese,4-550,suar; transpirar,suar,s w a ɾ,,,,false,^suar$,Portuguese,,
Portuguese-4-550-2,,Portuguese,4-550,suar; transpirar,transpirar,t ɾ ɐ̃ ʃ p i ɾ a ɾ,,,,false,^transpirar$,Portuguese,,
Portuguese-4-560-1,,Portuguese,4-560,cuspir,cuspir,k u ʃ p i ɾ,,,,false,^cuspir$,Portuguese,,
Portuguese-4-570-1,,Portuguese,4-570,vomitar,vomitar,v u m i t a ɾ,,,,false,^vomitar$,Portuguese,,
Portuguese-4-580-1,,Portuguese,4-580,morder,morder,m u ɾ d e ɾ,,,,false,^morder$,Portuguese,,
Portuguese-4-590-1,,Portuguese,4-590,lamber,lamber,l ɐ̃ b e ɾ,,,,false,^lamber$,Portuguese,,
Portuguese-4-591-1,,Portuguese,4-591,babar,babar,b ɐ b a ɾ,,,,false,^babar$,Portuguese,,
Portuguese-4-610-1,,Portuguese,4-610,dormir,dormir,d u ɾ m i ɾ,,,,false,^dormir$,Portuguese,,
Portuguese-4-612-1,,Portuguese,4-612,roncar; ressonar,roncar,ʁ õ k a ɾ,,,,false,^roncar$,Portuguese,,
Portuguese-4-612-2,,Portuguese,4-612,roncar; ressonar,ressonar,ʁ ɨ s u n a ɾ,,,,false,^ressonar$,Portuguese,,
Portuguese-4-620-1,,Portuguese,4-620,sonhar,sonhar,s u ɲ a ɾ,,,,false,^sonhar$,Portuguese,,
Portuguese-4-630-1,,Portuguese,4-630,acordar,acordar,ɐ k u ɾ d a ɾ,,,,false,^acordar$,Portuguese,,
Portuguese-4-640-1,,Portuguese,4-640,peido,peido,p ɐi d u,,,,false,^peido$,Portuguese,,
Portuguese-4-650-1,,Portuguese,4-650,urinar,urinar,u ɾ i n a ɾ,,,,false,^urinar$,Portuguese,,
Portuguese-4-660-1,,Portuguese,4-660,defecar,defecar,d ɨ f ɨ k a ɾ,,,,false,^defecar$,Portuguese,,
Portuguese-4-670-1,,Portuguese,4-670,ter relações sexuais,ter_relações_sexuais,t e ɾ + ʁ ɨ l ɐ s õĩ ʃ + s ɨ k s w ai ʃ,,,,false,^ter_relações_sexuais$,Portuguese,,
Portuguese-4-680-1,,Portuguese,4-680,tiritar; tremer,tiritar,t i ɾ i t a ɾ,,,,false,^tiritar$,Portuguese,,
Portuguese-4-680-2,,Portuguese,4-680,tiritar; tremer,tremer,t ɾ ɨ m e ɾ,,,,false,^tremer$,Portuguese,,
Portuguese-4-690-1,,Portuguese,4-690,tomar banho,tomar_banho,t u m a ɾ + b ɐ ɲ u,,,,false,^tomar_banho$,Portuguese,,
Portuguese-4-710-1,,Portuguese,4-710,gerar; emprenhar,gerar,ʒ ɨ ɾ a ɾ,,,,false,^gerar$,Portuguese,,
Portuguese-4-710-2,,Portuguese,4-710,gerar; emprenhar,emprenhar,ẽ p ɾ ɨ ɲ a ɾ,,,,false,^emprenhar$,Portuguese,,
Portuguese-4-720-1,,Portuguese,4-720,nascer,nascer,n ɐ ʃ s e ɾ,,,,false,^nascer$,Portuguese,,
Portuguese-4-730-1,,Portuguese,4-730,grávida; prenhe,grávida,ɡ ɾ a v i d ɐ,,,,false,^grávida$,Portuguese,,
Portuguese-4-730-2,,Portuguese,4-730,grávida; prenhe,prenhe,p ɾ ɐ ɲ ɨ,,,,false,^prenhe$,Portuguese,,
Portuguese-4-732-1,,Portuguese,4-732,conceber,conceber,k õ s ɨ b e ɾ,,,,false,^conceber$,Portuguese,,
Portuguese-4-740-1,,Portuguese,4-740,viver; vivo/a; vida,viver,v i v e ɾ,,,,false,^viver$,Portuguese,,
Portuguese-4-740-2,,Portuguese,4-740,viver; vivo/a; vida,vivo,v i v u,,,,false,^vivo$,Portuguese,,
Portuguese-4-740-3,,Portuguese,4-740,viver; vivo/a; vida,a,ɐ,,,,false,^a$,Portuguese,,
Portuguese-4-740-4,,Portuguese,4-740,viver; vivo/a; vida,vida,v i d ɐ,,,,false,^vida$,Portuguese,,
Portuguese-4-750-1,,Portuguese,4-750,morrer; morto,morrer,m u ʁ e ɾ,,,,false,^morrer$,Portuguese,,
Portuguese-4-750-2,,Portuguese,4-750,morrer; morto,morto,m ɔ ɾ t u,,,,false,^morto$,Portuguese,,
Portuguese-4-751-1,,Portuguese,4-751,afogado,afogado,ɐ f u ɡ a d u,,,,false,^afogado$,Portuguese,,
Portuguese-4-760-1,,Portuguese,4-760,matar,matar,m ɐ t a ɾ,,,,false,^matar$,Portuguese,,
Portuguese-4-770-1,,Portuguese,4-770,cadáver,cadáver,k ɐ d a v ɨ ɾ,,,,false,^cadáver$,Portuguese,,
Portuguese-4-780-1,,Portuguese,4-780,enterrar,enterrar,ẽ t ɨ ʁ a ɾ,,,,false,^enterrar$,Portuguese,,
Portuguese-4-790-1,,Portuguese,4-790,túmulo; sepultura,túmulo,t u m u l u,,,,false,^túmulo$,Portuguese,,
Portuguese-4-790-2,,Portuguese,4-790,túmulo; sepultura,sepultura,s ɨ p u ɫ t u ɾ ɐ,,,,false,^sepultura$,Portuguese,,
Portuguese-4-810-1,,Portuguese,4-810,forte; poderoso,forte,f ɔ ɾ t ɨ,,,,false,^forte$,Portuguese,,
Portuguese-4-810-2,,Portuguese,4-810,forte; poderoso,poderoso,p u d ɨ ɾ ɔ z u,,,,false,^poderoso$,Portuguese,,
Portuguese-4-820-1,,Portuguese,4-820,débil; fraco,débil,d ɛ b i ɫ,,,,false,^débil$,Portuguese,,
Portuguese-4-820-2,,Portuguese,4-820,débil; fraco,fraco,f ɾ a k u,,,,false,^fraco$,Portuguese,,
Portuguese-4-830-1,,Portuguese,4-830,bem; saúde; são,bem,b ɐ̃ĩ,,,,false,^bem$,Portuguese,,
Portuguese-4-830-2,,Portuguese,4-830,bem; saúde; são,saúde,s ɐ u d ɨ,,,,false,^saúde$,Portuguese,,
Portuguese-4-830-3,,Portuguese,4-830,bem; saúde; são,são,s ɐ̃ũ,,,,false,^são$,Portuguese,,
Portuguese-4-840-1,,Portuguese,4-840,doente; doença,doente,d u ẽ t ɨ,,,,false,^doente$,Portuguese,,
Portuguese-4-840-2,,Portuguese,4-840,doente; doença,doença,d u ẽ s ɐ,,,,false,^doença$,Portuguese,,
Portuguese-4-841-1,,Portuguese,4-841,febre,febre,f ɛ b ɾ ɨ,,,,false,^febre$,Portuguese,,
Portuguese-4-842-1,,Portuguese,4-842,papo; papeira,papo,p a p u,,,,false,^papo$,Portuguese,,
Portuguese-4-842-2,,Portuguese,4-842,papo; papeira,papeira,p ɐ p ɐi ɾ ɐ,,,,false,^papeira$,Portuguese,,
Portuguese-4-843-1,,Portuguese,4-843,resfriado; gripe,resfriado,ʁ ɨ ʃ f ɾ j a d u,,,,false,^resfriado$,Portuguese,,
Portuguese-4-843-2,,Portuguese,4-843,resfriado; gripe,gripe,ɡ ɾ i p ɨ,,,,false,^gripe$,Portuguese,,
Portuguese-4-850-1,,Portuguese,4-850,ferida; chaga,ferida,f ɨ ɾ i d ɐ,,,,false,^ferida$,Portuguese,,
Portuguese-4-850-2,,Portuguese,4-850,ferida; chaga,chaga,ʃ a ɡ ɐ,,,,false,^chaga$,Portuguese,,
Portuguese-4-852-1,,Portuguese,4-852,ferimento,ferimento,f ɨ ɾ i m ẽ t u,,,,false,^ferimento$,Portuguese,,
Portuguese-4-853-1,,Portuguese,4-853,inchação,inchação,ĩ ʃ ɐ s ɐ̃ũ,,,,false,^inchação$,Portuguese,,
Portuguese-4-854-1,,Portuguese,4-854,comichão; coceira,comichão,k u m i ʃ ɐ̃ũ,,,,false,^comichão$,Portuguese,,
Portuguese-4-854-2,,Portuguese,4-854,comichão; coceira,coceira,k u s ɐi ɾ ɐ,,,,false,^coceira$,Portuguese,,
Portuguese-4-855-1,,Portuguese,4-855,empola; bolha,empola,ẽ p ɔ l ɐ,,,,false,^empola$,Portuguese,,
Portuguese-4-855-2,,Portuguese,4-855,empola; bolha,bolha,b ɔ ʎ ɐ,,,,false,^bolha$,Portuguese,,
Portuguese-4-856-1,,Portuguese,4-856,furúnculo,furúnculo,f u ɾ ũ k u l u,,,,false,^furúnculo$,Portuguese,,
Portuguese-4-857-1,,Portuguese,4-857,pus,pus,p u ʃ,,,,false,^pus$,Portuguese,,
Portuguese-4-858-1,,Portuguese,4-858,cicatriz,cicatriz,s i k ɐ t ɾ i ʃ,,,,false,^cicatriz$,Portuguese,,
Portuguese-4-860-1,,Portuguese,4-860,sarar; curar,sarar,s ɐ ɾ a ɾ,,,,false,^sarar$,Portuguese,,
Portuguese-4-860-2,,Portuguese,4-860,sarar; curar,curar,k u ɾ a ɾ,,,,false,^curar$,Portuguese,,
Portuguese-4-870-1,,Portuguese,4-870,médico,médico,m ɛ d i k u,,,,false,^médico$,Portuguese,,
Portuguese-4-880-1,,Portuguese,4-880,medicamento; remédio,medicamento,m ɨ d i k ɐ m ẽ t u,,,,false,^medicamento$,Portuguese,,
Portuguese-4-880-2,,Portuguese,4-880,medicamento; remédio,remédio,ʁ ɨ m ɛ d j u,,,,false,^remédio$,Portuguese,,
Portuguese-4-890-1,,Portuguese,4-890,veneno,veneno,v ɨ n ɛ n u,,,,false,^veneno$,Portuguese,,
Portuguese-4-910-1,,Portuguese,4-910,cansado; estafado,cansado,k ɐ̃ s a d u,,,,false,^cansado$,Portuguese,,
Portuguese-4-910-2,,Portuguese,4-910,cansado; estafado,estafado,ʃ t ɐ f a d u,,,,false,^estafado$,Portuguese,,
Portuguese-4-912-1,,Portuguese,4-912,descansar,descansar,d ɨ ʃ k ɐ̃ s a ɾ,,,,false,^descansar$,Portuguese,,
Portuguese-4-920-1,,Portuguese,4-920,preguiçoso,preguiçoso,p ɾ ɨ ɡ j s ɔ z u,,,,false,^preguiçoso$,Portuguese,,
Portuguese-4-930-1,,Portuguese,4-930,calvo,calvo,k a ɫ v u,,,,false,^calvo$,Portuguese,,
Portuguese-4-940-1,,Portuguese,4-940,coxo,coxo,k ɔ ʃ u,,,,false,^coxo$,Portuguese,,
Portuguese-4-950-1,,Portuguese,4-950,surdo,surdo,s u ɾ d u,,,,false,^surdo$,Portuguese,,
Portuguese-4-960-1,,Portuguese,4-960,mudo,mudo,m u d u,,,,false,^mudo$,Portuguese,,
Portuguese-4-970-1,,Portuguese,4-970,cego,cego,s ɛ ɡ u,,,,false,^cego$,Portuguese,,
Portuguese-4-980-1,,Portuguese,4-980,embriagado,embriagado,ẽ b ɾ j ɐ ɡ a d u,,,,false,^embriagado$,Portuguese,,
Portuguese-4-990-1,,Portuguese,4-990,despido; nu,despido,d ɨ ʃ p i d u,,,,false,^despido$,Portuguese,,
Portuguese-4-990-2,,Portuguese,4-990,despido; nu,nu,n u,,,,false,^nu$,Portuguese,,
Portuguese-5-110-1,,Portuguese,5-110,comer,comer,k u m e ɾ,,,,false,^comer$,Portuguese,,
Portuguese-5-120-1,,Portuguese,5-120,alimento,alimento,ɐ l i m ẽ t u,,,,false,^alimento$,Portuguese,,
Portuguese-5-121-1,,Portuguese,5-121,cozinhado; cozido,cozinhado,k u z i ɲ a d u,,,,false,^cozinhado$,Portuguese,,
Portuguese-5-121-2,,Portuguese,5-121,cozinhado; cozido,cozido,k u z i d u,,,,false,^cozido$,Portuguese,,
Portuguese-5-122-1,,Portuguese,5-122,cru,cru,k ɾ u,,,,false,^cru$,Portuguese,,
Portuguese-5-123-1,,Portuguese,5-123,maduro,maduro,m ɐ d u ɾ u,,,,false,^maduro$,Portuguese,,
Portuguese-5-124-1,,Portuguese,5-124,verde; imaturo,verde,v ɛ ɾ d ɨ,,,,false,^verde$,Portuguese,,
Portuguese-5-124-2,,Portuguese,5-124,verde; imaturo,imaturo,i m ɐ t u ɾ u,,,,false,^imaturo$,Portuguese,,
Portuguese-5-125-1,,Portuguese,5-125,podre,podre,p ɔ d ɾ ɨ,,,,false,^podre$,Portuguese,,
Portuguese-5-130-1,,Portuguese,5-130,beber; tomar,beber,b ɨ b e ɾ,,,,false,^beber$,Portuguese,,
Portuguese-5-130-2,,Portuguese,5-130,beber; tomar,tomar,t u m a ɾ,,,,false,^tomar$,Portuguese,,
Portuguese-5-140-1,,Portuguese,5-140,estar com fome,estar_com_fome,ʃ t a ɾ + k õ + f ɔ m ɨ,,,,false,^estar_com_fome$,Portuguese,,
Portuguese-5-141-1,,Portuguese,5-141,fome,fome,f ɔ m ɨ,,,,false,^fome$,Portuguese,,
Portuguese-5-150-1,,Portuguese,5-150,sede,sede,s ɛ d ɨ,,,,false,^sede$,Portuguese,,
Portuguese-5-160-1,,Portuguese,5-160,chupar; sugar,chupar,ʃ u p a ɾ,,,,false,^chupar$,Portuguese,,
Portuguese-5-160-2,,Portuguese,5-160,chupar; sugar,sugar,s u ɡ a ɾ,,,,false,^sugar$,Portuguese,,
Portuguese-5-180-1,,Portuguese,5-180,mastigar; mascar,mastigar,m ɐ ʃ t i ɡ a ɾ,,,,false,^mastigar$,Portuguese,,
Portuguese-5-180-2,,Portuguese,5-180,mastigar; mascar,mascar,m ɐ ʃ k a ɾ,,,,false,^mascar$,Portuguese,,
Portuguese-5-181-1,,Portuguese,5-181,tragar; engolir,tragar,t ɾ ɐ ɡ a ɾ,,,,false,^tragar$,Portuguese,,
Portuguese-5-181-2,,Portuguese,5-181,tragar; engolir,engolir,ẽ ɡ u l i ɾ,,,,false,^engolir$,Portuguese,,
Portuguese-5-190-1,,Portuguese,5-190,sufocar,sufocar,s u f u k a ɾ,,,,false,^sufocar$,Portuguese,,
Portuguese-5-210-1,,Portuguese,5-210,cozinhar,cozinhar,k u z i ɲ a ɾ,,,,false,^cozinhar$,Portuguese,,
Portuguese-5-220-1,,Portuguese,5-220,ferver,ferver,f ɨ ɾ v e ɾ,,,,false,^ferver$,Portuguese,,
Portuguese-5-230-1,,Portuguese,5-230,assar; fritar; frigir,assar,ɐ s a ɾ,,,,false,^assar$,Portuguese,,
Portuguese-5-230-2,,Portuguese,5-230,assar; fritar; frigir,fritar,f ɾ i t a ɾ,,,,false,^fritar$,Portuguese,,
Portuguese-5-230-3,,Portuguese,5-230,assar; fritar; frigir,frigir,f ɾ i ʒ i ɾ,,,,false,^frigir$,Portuguese,,
Portuguese-5-240-1,,Portuguese,5-240,cozer no forno,cozer_no_forno,k u z e ɾ + n u + f ɔ ɾ n u,,,,false,^cozer_no_forno$,Portuguese,,
Portuguese-5-250-1,,Portuguese,5-250,forno,forno,f ɔ ɾ n u,,,,false,^forno$,Portuguese,,
Portuguese-5-260-1,,Portuguese,5-260,panela,panela,p ɐ n ɛ l ɐ,,,,false,^panela$,Portuguese,,
Portuguese-5-270-1,,Portuguese,5-270,chaleira,chaleira,ʃ ɐ l ɐi ɾ ɐ,,,,false,^chaleira$,Portuguese,,
Portuguese-5-280-1,,Portuguese,5-280,panela,panela,p ɐ n ɛ l ɐ,,,,false,^panela$,Portuguese,,
Portuguese-5-310-1,,Portuguese,5-310,prato,prato,p ɾ a t u,,,,false,^prato$,Portuguese,,
Portuguese-5-320-1,,Portuguese,5-320,prato,prato,p ɾ a t u,,,,false,^prato$,Portuguese,,
Portuguese-5-330-1,,Portuguese,5-330,bacia; tigela,bacia,b ɐ s i ɐ,,,,false,^bacia$,Portuguese,,
Portuguese-5-330-2,,Portuguese,5-330,bacia; tigela,tigela,t i ʒ ɛ l ɐ,,,,false,^tigela$,Portuguese,,
Portuguese-5-340-1,,Portuguese,5-340,cântaro,cântaro,k ɐ̃ t ɐ ɾ u,,,,false,^cântaro$,Portuguese,,
Portuguese-5-350-1,,Portuguese,5-350,xícara; chávena; copo,xícara,ʃ i k ɐ ɾ ɐ,,,,false,^xícara$,Portuguese,,
Portuguese-5-350-2,,Portuguese,5-350,xícara; chávena; copo,chávena,ʃ a v ɨ n ɐ,,,,false,^chávena$,Portuguese,,
Portuguese-5-350-3,,Portuguese,5-350,xícara; chávena; copo,copo,k ɔ p u,,,,false,^copo$,Portuguese,,
Portuguese-5-360-1,,Portuguese,5-360,pires,pires,p i ɾ ɨ ʃ,,,,false,^pires$,Portuguese,,
Portuguese-5-370-1,,Portuguese,5-370,colher,colher,k u ʎ e ɾ,,,,false,^colher$,Portuguese,,
Portuguese-5-380-1,,Portuguese,5-380,faca,faca,f a k ɐ,,,,false,^faca$,Portuguese,,
Portuguese-5-390-1,,Portuguese,5-390,garfo,garfo,ɡ a ɾ f u,,,,false,^garfo$,Portuguese,,
Portuguese-5-391-1,,Portuguese,5-391,pinça,pinça,p ĩ s ɐ,,,,false,^pinça$,Portuguese,,
Portuguese-5-410-1,,Portuguese,5-410,refeição,refeição,ʁ ɨ f ɐi s ɐ̃ũ,,,,false,^refeição$,Portuguese,,
