Grapheme	IPA	Note
^varón$	b a ɾ o n
^macho$	m a tʃ o
^hembra$	e m b ɾ a
^muchacho$	m u tʃ a tʃ o
^el_joven$	ɛ l + x o β e n
^muchacha$	m u tʃ a tʃ a
^la_joven$	l a + x o β e n
^niɲo$	n i ɲ o
^niɲo$	n i ɲ o
^bebé$	b e β e
^nene$	n e n e
^marido$	m a ɾ i ð o
^esposo$	ɛ s p o s o
^esposa$	ɛ s p o s a
^casarse$	k a s a ɾ s e
^casamiento$	k a s a m j e n t o
^boda$	b o ð a
^divorcio$	d i β o ɾ s j o
^padre$	p a ð ɾ e
^madre$	m a ð ɾ e
^padres$	p a ð ɾ e s
^hombre_casado$	o m b ɾ e + k a s a ð o
^mujer_casada$	m u x ɛ ɾ + k a s a ð a
^hijo$	i x o
^hija$	i x a
^hijo$	i x o
^hija$	i x a
^hermano$	ɛ ɾ m a n o
^hermano_mayor$	ɛ ɾ m a n o + m a ʝ o ɾ
^hermano_menor$	ɛ ɾ m a n o + m e n o ɾ
^hermana$	ɛ ɾ m a n a
^hermana_mayor$	ɛ ɾ m a n a + m a ʝ o ɾ
^hermana_menor$	ɛ ɾ m a n a + m e n o ɾ
^hermano$	ɛ ɾ m a n o
^hermana$	ɛ ɾ m a n a
^gemelos$	x e m e l o s
^mellizo$	m e ʝ i s o
^abuelo$	a β w e l o
^anciano$	a n s j a n o
^hombre_viejo$	o m b ɾ e + β j e x o
^abuela$	a β w e l a
^anciana$	a n s j a n a
^mujer_vieja$	m u x ɛ ɾ + β j e x a
^nieto$	n j ɛ t o
^nieta$	n j ɛ t a
^tío$	t i o
^hermano_de_la_madre$	ɛ ɾ m a n o + ð e + l a + m a ð ɾ e
^hermano_del_padre$	ɛ ɾ m a n o + ð ɛ l + p a ð ɾ e
^tía$	t i a
^hermana_de_la_madre$	ɛ ɾ m a n a + ð e + l a + m a ð ɾ e
^hermana_del_padre$	ɛ ɾ m a n a + ð ɛ l + p a ð ɾ e
^sobrino$	s o β ɾ i n o
^sobrina$	s o β ɾ i n a
^primo$	p ɾ i m o
^prima$	p ɾ i m a
^antepasados$	a n t e p a s a ð o s
^descendientes$	d e s e n d j e n t e s
^suegro$	s w e ɣ ɾ o
^suegro$	s w e ɣ ɾ o
^suegra$	s w e ɣ ɾ a
^suegra$	s w e ɣ ɾ a
^yerno$	ɟ ʝ ɛ ɾ n o
^yerno$	ɟ ʝ ɛ ɾ n o
^nuera$	n w ɛ ɾ a
^nuera$	n w ɛ ɾ a
^padrastro$	p a ð ɾ a s t ɾ o
^madrastra$	m a ð ɾ a s t ɾ a
^hijastro$	i x a s t ɾ o
^entenado$	e n t e n a ð o
^hijastra$	i x a s t ɾ a
^entenada$	e n t e n a ð a
^huérfano$	w ɛ ɾ f a n o
^huérfana$	w ɛ ɾ f a n a
^viuda$	b j u ð a
^viudo$	b j u ð o
^parientes$	p a ɾ j e n t e s
^parentela$	p a ɾ e n t e l a
^familia$	f a m i l j a
^yo$	ɟ ʝ o
^tú$	t u
^usted$	u s t ɛ ð
^él$	ɛ l
^ella$	e ʝ a
^ello$	e ʝ o
^nosotros$	n o s o t ɾ o s
^nosotras$	n o s o t ɾ a s
^nosotros$	n o s o t ɾ o s
^nosotras$	n o s o t ɾ a s
^nosotros$	n o s o t ɾ o s
^nosotras$	n o s o t ɾ a s
^ustedes$	u s t e ð e s
^ellos$	e ʝ o s
^ellas$	e ʝ a s
^pelear$	p e l e a ɾ
^guerra$	ɡ ɛ r a
^batalla$	b a t a ʝ a
^paz$	p a s
^ejército$	e x ɛ ɾ s i t o
^tropas$	t ɾ o p a s
^soldado$	s o l d a ð o
^armas$	a ɾ m a s
^macana$	m a k a n a
^garrote$	ɡ a r o t e
^hacha_de_combate$	a tʃ a + ð e + k o m b a t e
^honda$	o n d a
^arco$	a ɾ k o
^flecha$	f l e tʃ a
^lanza$	l a n s a
^espada$	ɛ s p a ð a
^escopeta$	ɛ s k o p ɛ t a
^caɲón$	k a ɲ o n
^armadura$	a ɾ m a ð u ɾ a
^yelmo$	ɟ ʝ ɛ l m o
^escudo$	ɛ s k u ð o
^fortaleza$	f o ɾ t a l e s a
^castillo$	k a s t i ʝ o
^torre$	t o r e
^victoria$	b i k t o ɾ j a
^derrota$	d ɛ r o t a
^atacar$	a t a k a ɾ
^defender$	d e f e n d ɛ ɾ
^huir$	w i ɾ
^retirarse$	r ɛ t i ɾ a ɾ s e
^rendirse$	r e n d i ɾ s e
^cautivo$	k a u t i β o
^preso$	p ɾ e s o
^prisionero$	p ɾ i s j o n ɛ ɾ o
^guardia$	ɡ w a ɾ ð j a
^centinela$	s e n t i n e l a
^botín$	b o t i n
^acechar$	a s e tʃ a ɾ
^emboscar$	e m b o s k a ɾ
^pescador$	p ɛ s k a ð o ɾ
^anzuelo$	a n s w e l o
^cuerda_de_pescar$	k w ɛ ɾ ð a + ð e + p ɛ s k a ɾ
^red$	r ɛ ð
^atarraya$	a t a r a ʝ a
^nasa$	n a s a
^cebo$	s e β o
^carnada$	k a ɾ n a ð a
^cazar$	k a s a ɾ
^tirar$	t i ɾ a ɾ
^disparar$	d i s p a ɾ a ɾ
^errar$	ɛ r a ɾ
^fallar$	f a ʝ a ɾ
^trampa$	t ɾ a m p a
^atrapar$	a t ɾ a p a ɾ
^ley$	l e i
^tribunal$	t ɾ i β u n a l
^juzgar$	x u s ɣ a ɾ
^juicio$	x w i s j o
^juez$	x w e s
^demandante$	d e m a n d a n t e
^acusado$	a k u s a ð o
^testigo$	t ɛ s t i ɣ o
^jurar$	x u ɾ a ɾ
^juramento$	x u ɾ a m e n t o
^acusar$	a k u s a ɾ
^denunciar$	d e n u n s j a ɾ
^condenar$	k o n d e n a ɾ
^inculpar$	i n k u l p a ɾ
^condenar$	k o n d e n a ɾ
^absolver$	a β s o l β ɛ ɾ
^exculpar$	ɛ k s k u l p a ɾ
^culpable$	k u l p a β l e
^inocente$	i n o s e n t e
^castigo$	k a s t i ɣ o
^multa$	m u l t a
^cárcel$	k a ɾ s ɛ l
^asesinar$	a s e s i n a ɾ
^matar$	m a t a ɾ
^adulterio$	a ð u l t ɛ ɾ j o
^violación$	b j o l a s j o n
^incendio_premeditado$	i n s e n d j o + p ɾ e m e ð i t a ð o
^perjurio$	p ɛ ɾ x u ɾ j o
^robar$	r o β a ɾ
^ladrón$	l a ð ɾ o n
^religión$	r e l i x j o n
^Dios$	d j o s
^templo$	t e m p l o
^iglesia$	i ɣ l e s j a
^altar$	a l t a ɾ
^ofrenda$	o f ɾ e n d a
^sacrificio$	s a k ɾ i f i s j o
^adorar$	a ð o ɾ a ɾ
^culto$	k u l t o
^orar$	o ɾ a ɾ
^rezar$	r e s a ɾ
^cura$	k u ɾ a
^presbítero$	p ɾ ɛ s β i t ɛ ɾ o
^sacerdote$	s a s ɛ ɾ ð o t e
^sagrado$	s a ɣ ɾ a ð o
^santo$	s a n t o
^predicar$	p ɾ e ð i k a ɾ
^bendecir$	b e n d e s i ɾ
^maldecir$	m a l d e s i ɾ
^ayunar$	a ʝ u n a ɾ
^cielo$	s j e l o
^paraíso$	p a ɾ a i s o
^infierno$	i m f j ɛ ɾ n o
^demonio$	d e m o n j o
^ídolo$	i ð o l o
^brujería$	b ɾ u x ɛ ɾ i a
^hechicería$	e tʃ i s ɛ ɾ i a
^brujo$	b ɾ u x o
^bruja$	b ɾ u x a
^hechicero$	e tʃ i s ɛ ɾ o
^hada$	a ð a
^duende$	d w e n d e
^fantasma$	f a n t a s m a
^agüero$	a ɣ w ɛ ɾ o
^presagio$	p ɾ e s a x j o
^animal$	a n i m a l
^masculino$	m a s k u l i n o
^macho$	m a tʃ o
^femenino$	f e m e n i n o
^hembra$	e m b ɾ a
^ganado$	ɡ a n a ð o
^pradera$	p ɾ a ð ɛ ɾ a
^potrero$	p o t ɾ ɛ ɾ o
^pastor$	p a s t o ɾ
^vaquero$	b a k ɛ ɾ o
^establo$	ɛ s t a β l o
^ganado$	ɡ a n a ð o
^toro$	t o ɾ o
^buey$	b w e i
^vaca$	b a k a
^becerro$	b e s ɛ r o
^ternero$	t ɛ ɾ n ɛ ɾ o
^oveja$	o β e x a
^carnero$	k a ɾ n ɛ ɾ o
^morueco$	m o ɾ w e k o
^oveja$	o β e x a
^borrego$	b o r e ɣ o
^cordero$	k o ɾ ð ɛ ɾ o
^jabalí$	x a β a l i
^puerca$	p w ɛ ɾ k a
^cochina$	k o tʃ i n a
^cerda$	s ɛ ɾ ð a
^cerdo$	s ɛ ɾ ð o
^puerco$	p w ɛ ɾ k o
^chancho$	tʃ a n tʃ o
^cabra$	k a β ɾ a
^chivo$	tʃ i β o
^macho_cabrío$	m a tʃ o + k a β ɾ i o
^cabrito$	k a β ɾ i t o
^caballo$	k a β a ʝ o
^caballo_padre$	k a β a ʝ o + p a ð ɾ e
^semental$	s e m e n t a l
^yegua$	ɟ ʝ e ɣ w a
^potro$	p o t ɾ o
^potrillo$	p o t ɾ i ʝ o
^asno$	a s n o
^burro$	b u r o
^mulo$	m u l o
^mula$	m u l a
^ave$	a β e
^gallo$	ɡ a ʝ o
^gallina$	ɡ a ʝ i n a
^pollo$	p o ʝ o
^ganso$	ɡ a n s o
^pato$	p a t o
^ánade$	a n a ð e
^nido$	n i ð o
^pájaro$	p a x a ɾ o
^ave$	a β e
^gaviota$	ɡ a β j o t a
^garza$	ɡ a ɾ s a
^águila$	a ɣ i l a
^gavilán$	ɡ a β i l a n
^halcón$	a l k o n
^buitre$	b w i t ɾ e
^murciélago$	m u ɾ s j e l a ɣ o
^loro$	l o ɾ o
^papagayo$	p a p a ɣ a ʝ o
^cuervo$	k w ɛ ɾ β o
^paloma$	p a l o m a
^lechuza$	l e tʃ u s a
^buho$	b u o
^perro$	p ɛ r o
^conejo$	k o n e x o
^gato$	ɡ a t o
^zarigüeya$	s a ɾ i ɣ w e ʝ a
^ratón$	r a t o n
^rata$	r a t a
^pez$	p e s
^pescado$	p ɛ s k a ð o
^aleta$	a l ɛ t a
^escama$	ɛ s k a m a
^agalla$	a ɣ a ʝ a
^valva$	b a l β a
^tiburón$	t i β u ɾ o n
^delfín$	d ɛ l f i n
^ballena$	b a ʝ e n a
^raya$	r a ʝ a
^pastinaca$	p a s t i n a k a
^anguila_de_agua_dulce$	a n ɡ i l a + ð e + a ɣ w a + ð u l s e
^lobo$	l o β o
^león$	l e o n
^oso$	o s o
^zorro$	s o r o
^venado$	b e n a ð o
^ciervo$	s j ɛ ɾ β o
^a$	a
^mono$	m o n o
^elefante$	e l e f a n t e
^camello$	k a m e ʝ o
^insecto$	i n s e k t o
^piojo$	p j o x o
^liendre$	l j e n d ɾ e
^pulga$	p u l ɣ a
^ciempiés$	s j e m p j e s
^alacrán$	a l a k ɾ a n
^escorpión$	ɛ s k o ɾ p j o n
^cucaracha$	k u k a ɾ a tʃ a
^hormiga$	o ɾ m i ɣ a
^araɲa$	a ɾ a ɲ a
^telaraɲa$	t e l a ɾ a ɲ a
^abeja$	a β e x a
^cera_de_abeja$	s ɛ ɾ a + ð e + a β e x a
^colmena$	k o l m e n a
^avispa$	a β i s p a
^mosca$	m o s k a
^jején$	x e x e n
^mosquito$	m o s k i t o
^lombriz$	l o m b ɾ i s
^gusano$	ɡ u s a n o
^culebra$	k u l e β ɾ a
^serpiente$	s ɛ ɾ p j e n t e
^luciérnaga$	l u s j ɛ ɾ n a ɣ a
^mariposa$	m a ɾ i p o s a
^saltamontes$	s a l t a m o n t e s
^caracol$	k a ɾ a k o l
^rana$	r a n a
^lagartija$	l a ɣ a ɾ t i x a
^cocodrilo$	k o k o ð ɾ i l o
^caimán$	k a i m a n
^tortuga$	t o ɾ t u ɣ a
^cuerpo$	k w ɛ ɾ p o
^piel$	p j ɛ l
^cutis$	k u t i s
^pellejo$	p e ʝ e x o
^carne$	k a ɾ n e
^cabello$	k a β e ʝ o
^pelo$	p e l o
^barba$	b a ɾ β a
^vello$	b e ʝ o
^pelo_púbico$	p e l o + p u β i k o
^caspa$	k a s p a
^sangre$	s a n ɡ ɾ e
^vena$	b e n a
^arteria$	a ɾ t ɛ ɾ j a
^hueso$	w e s o
^costilla$	k o s t i ʝ a
^cuerno$	k w ɛ ɾ n o
^cola$	k o l a
^espalda$	ɛ s p a l d a
^espinazo$	ɛ s p i n a s o
^espina_dorsal$	ɛ s p i n a + ð o ɾ s a l
^cabeza$	k a β e s a
^sien$	s j e n
^cráneo$	k ɾ a n e o
^calavera$	k a l a β ɛ ɾ a
^cerebro$	s ɛ ɾ e β ɾ o
^sesos$	s e s o s
^cara$	k a ɾ a
^frente$	f ɾ e n t e
^mandíbula$	m a n d i β u l a
^mejilla$	m e x i ʝ a
^mentón$	m e n t o n
^barbilla$	b a ɾ β i ʝ a
^ojo$	o x o
^ceja$	s e x a
^párpado$	p a ɾ p a ð o
^pestaɲa$	p ɛ s t a ɲ a
^parpadear$	p a ɾ p a ð e a ɾ
^pestaɲear$	p ɛ s t a ɲ e a ɾ
^oreja$	o ɾ e x a
^lóbulo$	l o β u l o
^cerumen$	s ɛ ɾ u m e n
^nariz$	n a ɾ i s
^ventana_de_la_nariz$	b e n t a n a + ð e + l a + n a ɾ i s
^moco$	m o k o
^boca$	b o k a
^pico$	p i k o
^labio$	l a β j o
^lengua$	l e n ɡ w a
^diente$	d j e n t e
^encías$	e n s i a s
^molar$	m o l a ɾ
^muela$	m w e l a
^cuello$	k w e ʝ o
^nuca$	n u k a
^garganta$	ɡ a ɾ ɣ a n t a
^hombro$	o m b ɾ o
^escápula$	ɛ s k a p u l a
^omóplato$	o m o p l a t o
^clavícula$	k l a β i k u l a
^brazo$	b ɾ a s o
^sobaco$	s o β a k o
^axila$	a k s i l a
^codo$	k o ð o
^muɲeca$	m u ɲ e k a
^mano$	m a n o
^palma_de_la_mano$	p a l m a + ð e + l a + m a n o
^dedo$	d e ð o
^pulgar$	p u l ɣ a ɾ
^uɲa$	u ɲ a
^garra$	ɡ a r a
^pierna$	p j ɛ ɾ n a
^pata$	p a t a
^muslo$	m u s l o
^pantorrilla$	p a n t o r i ʝ a
^rodilla$	r o ð i ʝ a
^pie$	p j e
^tobillo$	t o β i ʝ o
^talón$	t a l o n
^huella$	w e ʝ a
^dedo_del_pie$	d e ð o + ð ɛ l + p j e
^ala$	a l a
^pluma$	p l u m a
^pecho$	p e tʃ o
^seno$	s e n o
^pezón$	p e s o n
^teta$	t ɛ t a
^ubre$	u β ɾ e
^ombligo$	o m b l i ɣ o
^corazón$	k o ɾ a s o n
^pulmón$	p u l m o n
^hígado$	i ɣ a ð o
^riɲón$	r i ɲ o n
^bazo$	b a s o
^estómago$	ɛ s t o m a ɣ o
^barriga$	b a r i ɣ a
^intestinos$	i n t ɛ s t i n o s
^tripas$	t ɾ i p a s
^cintura$	s i n t u ɾ a
^cadera$	k a ð ɛ ɾ a
^nalgas$	n a l ɣ a s
^trasero$	t ɾ a s ɛ ɾ o
^matriz$	m a t ɾ i s
^vientre$	b j e n t ɾ e
^testículo$	t ɛ s t i k u l o
^pene$	p e n e
^respirar$	r ɛ s p i ɾ a ɾ
^aliento$	a l j e n t o
^bostezar$	b o s t e s a ɾ
^tener_hipo$	t e n ɛ ɾ + i p o
^toser$	t o s ɛ ɾ
^estornudar$	ɛ s t o ɾ n u ð a ɾ
^sudar$	s u ð a ɾ
^escupir$	ɛ s k u p i ɾ
^saliva$	s a l i β a
^vomitar$	b o m i t a ɾ
^morder$	m o ɾ ð ɛ ɾ
^lamer$	l a m ɛ ɾ
^gotear$	ɡ o t e a ɾ
^babear$	b a β e a ɾ
^dormir$	d o ɾ m i ɾ
^roncar$	r o n k a ɾ
^soɲar$	s o ɲ a ɾ
^despertarse$	d ɛ s p ɛ ɾ t a ɾ s e
^ventosear$	b e n t o s e a ɾ
^flato$	f l a t o
^orinar$	o ɾ i n a ɾ
^mear$	m e a ɾ
^defecar$	d e f e k a ɾ
^excremento$	ɛ k s k ɾ e m e n t o
^tener_relaciones_sexuales$	t e n ɛ ɾ + r e l a s j o n e s + s ɛ k s w a l e s
^temblar$	t e m b l a ɾ
^baɲar$	b a ɲ a ɾ
^engendrar$	e n x e n d ɾ a ɾ
^procrear$	p ɾ o k ɾ e a ɾ
^nacer$	n a s ɛ ɾ
^embarazada$	e m b a ɾ a s a ð a
^preɲada$	p ɾ e ɲ a ð a
^concebir$	k o n s e β i ɾ
^vivir$	b i β i ɾ
^vivo$	b i β o
^vida$	b i ð a
^morir$	m o ɾ i ɾ
^muerto$	m w ɛ ɾ t o
^ahogado$	a o ɣ a ð o
^matar$	m a t a ɾ
^cadáver$	k a ð a β ɛ ɾ
^enterrar$	e n t ɛ r a ɾ
^sepultar$	s e p u l t a ɾ
^sepulcro$	s e p u l k ɾ o
^tumba$	t u m b a
^fuerte$	f w ɛ ɾ t e
^poderoso$	p o ð ɛ ɾ o s o
^débil$	d e β i l
^sano$	s a n o
^salud$	s a l u ð
^enfermo$	e m f ɛ ɾ m o
^enfermedad$	e m f ɛ ɾ m e ð a ð
^fiebre$	f j e β ɾ e
^bocio$	b o s j o
^coto$	k o t o
^catarro$	k a t a r o
^resfriado$	r ɛ s f ɾ j a ð o
^herida$	ɛ ɾ i ð a
^llaga$	ɟ ʝ a ɣ a
^cardenal$	k a ɾ ð e n a l
^magulladura$	m a ɣ u ʝ a ð u ɾ a
^contusión$	k o n t u s j o n
^hinchazón$	i n tʃ a s o n
^comezón$	k o m e s o n
^ampolla$	a m p o ʝ a
^furúnculo$	f u ɾ u n k u l o
^forúnculo$	f o ɾ u n k u l o
^pus$	p u s
^cicatriz$	s i k a t ɾ i s
^sanar$	s a n a ɾ
^curar$	k u ɾ a ɾ
^doctor$	d o k t o ɾ
^médico$	m e ð i k o
^medicina$	m e ð i s i n a
^remedio$	r e m e ð j o
^veneno$	b e n e n o
^cansado$	k a n s a ð o
^descansar$	d ɛ s k a n s a ɾ
^perezoso$	p ɛ ɾ e s o s o
^flojo$	f l o x o
^calvo$	k a l β o
^pelado$	p e l a ð o
^lisiado$	l i s j a ð o
^sordo$	s o ɾ ð o
^mudo$	m u ð o
^ciego$	s j e ɣ o
^ebrio$	e β ɾ j o
^embriagado$	e m b ɾ j a ɣ a ð o
^desnudo$	d ɛ s n u ð o
^comer$	k o m ɛ ɾ
^comida$	k o m i ð a
^alimento$	a l i m e n t o
^cocido$	k o s i ð o
^cocinado$	k o s i n a ð o
^crudo$	k ɾ u ð o
^maduro$	m a ð u ɾ o
^inmaduro$	i m m a ð u ɾ o
^no_maduro$	n o + m a ð u ɾ o
^verde$	b ɛ ɾ ð e
^podrido$	p o ð ɾ i ð o
^beber$	b e β ɛ ɾ
^hambre$	a m b ɾ e
^hambre$	a m b ɾ e
^sed$	s ɛ ð
^chupar$	tʃ u p a ɾ
^masticar$	m a s t i k a ɾ
^mascar$	m a s k a ɾ
^tragar$	t ɾ a ɣ a ɾ
^sofocar$	s o f o k a ɾ
^cocinar$	k o s i n a ɾ
^hervir$	ɛ ɾ β i ɾ
^asar$	a s a ɾ
^freír$	f ɾ e i ɾ
^hornear$	o ɾ n e a ɾ
^horno$	o ɾ n o
^olla$	o ʝ a
^caldera$	k a l d ɛ ɾ a
^cacerola$	k a s ɛ ɾ o l a
^cazuela$	k a s w e l a
^plato$	p l a t o
^fuente$	f w e n t e
^plato$	p l a t o
^tazón$	t a s o n
^cántaro$	k a n t a ɾ o
^jarro$	x a r o
^taza$	t a s a
^copa$	k o p a
^platillo$	p l a t i ʝ o
^cuchara$	k u tʃ a ɾ a
^cuchillo$	k u tʃ i ʝ o
^tenedor$	t e n e ð o ɾ
^tenazas$	t e n a s a s
^comida$	k o m i ð a
^desayuno$	d e s a ʝ u n o
^almuerzo$	a l m w ɛ ɾ s o
^comida$	k o m i ð a
^cena$	s e n a
^pelar$	p e l a ɾ
^cribar$	k ɾ i β a ɾ
^colar$	k o l a ɾ
^cerner$	s ɛ ɾ n ɛ ɾ
^raspar$	r a s p a ɾ
^rallar$	r a ʝ a ɾ
^mezclar$	m ɛ s k l a ɾ
^mixturar$	m i k s t u ɾ a ɾ
^pan$	p a n
^masa$	m a s a
^amasar$	a m a s a ɾ
^harina$	a ɾ i n a
^aplastar$	a p l a s t a ɾ
^moler$	m o l ɛ ɾ
^molino$	m o l i n o
^mortero$	m o ɾ t ɛ ɾ o
^mano_de_mortero$	m a n o + ð e + m o ɾ t ɛ ɾ o
^carne$	k a ɾ n e
^salchicha$	s a l tʃ i tʃ a
^sopa$	s o p a
^legumbres$	l e ɣ u m b ɾ e s
^frijol$	f ɾ i x o l
^poroto$	p o ɾ o t o
^papa$	p a p a
^fruta$	f ɾ u t a
^racimo$	r a s i m o
^higo$	i ɣ o
^uva$	u β a
^nuez$	n w e s
^aceituna$	a s e i t u n a
^oliva$	o l i β a
^aceite$	a s e i t e
^grasa$	ɡ ɾ a s a
^sal$	s a l
^pimienta$	p i m j e n t a
^ají$	a x i
^miel$	m j ɛ l
^azúcar$	a s u k a ɾ
^leche$	l e tʃ e
^ordeɲar$	o ɾ ð e ɲ a ɾ
^queso$	k e s o
^mantequilla$	m a n t e k i ʝ a
^manteca$	m a n t e k a
^bebida$	b e β i ð a
^aguamiel$	a ɣ w a m j ɛ l
^vino$	b i n o
^cerveza$	s ɛ ɾ β e s a
^bebida_fermentada$	b e β i ð a + f ɛ ɾ m e n t a ð a
^huevo$	w e β o
^yema$	ɟ ʝ e m a
^vestirse$	b ɛ s t i ɾ s e
^ropa$	r o p a
^sastre$	s a s t ɾ e
^tela$	t e l a
^lana$	l a n a
^lino$	l i n o
^algodón$	a l ɣ o ð o n
^seda$	s e ð a
^fieltro$	f j ɛ l t ɾ o
^piel$	p j ɛ l
^cuero$	k w ɛ ɾ o
^piel$	p j ɛ l
^hilar$	i l a ɾ
^huso$	u s o
^tejer$	t e x ɛ ɾ
^telar$	t e l a ɾ
^coser$	k o s ɛ ɾ
^aguja$	a ɣ u x a
^punzón$	p u n s o n
^hilo$	i l o
^teɲir$	t e ɲ i ɾ
^capa$	k a p a
^manta$	m a n t a
^poncho$	p o n tʃ o
^ruana$	r w a n a
^vestido$	b ɛ s t i ð o
^abrigo$	a β ɾ i ɣ o
^saco$	s a k o
^camisa$	k a m i s a
^cuello$	k w e ʝ o
^falda$	f a l d a
^falda_de_hierbas$	f a l d a + ð e + ʝ ɛ ɾ β a s
^pantalones$	p a n t a l o n e s
^calzones$	k a l s o n e s
^media$	m e ð j a
^calcetín$	k a l s ɛ t i n
^zapato$	s a p a t o
^bota$	b o t a
^zapatero$	s a p a t ɛ ɾ o
^sombrero$	s o m b ɾ ɛ ɾ o
^gorro$	ɡ o r o
^cinturón$	s i n t u ɾ o n
^faja$	f a x a
^guante$	ɡ w a n t e
^velo$	b e l o
^bolsillo$	b o l s i ʝ o
^botón$	b o t o n
^alfiler$	a l f i l ɛ ɾ
^adorno$	a ð o ɾ n o
^ornato$	o ɾ n a t o
^joya$	x o ʝ a
^anillo$	a n i ʝ o
^sortija$	s o ɾ t i x a
^brazalete$	b ɾ a s a l ɛ t e
^pulsera$	p u l s ɛ ɾ a
^collar$	k o ʝ a ɾ
^chaquira$	tʃ a k i ɾ a
^abalorio$	a β a l o ɾ j o
^arete$	a ɾ ɛ t e
^aro$	a ɾ o
^pendiente$	p e n d j e n t e
^cinta$	s i n t a
^tocado$	t o k a ð o
^tatuaje$	t a t w a x e
^paɲuelo$	p a ɲ w e l o
^trapo$	t ɾ a p o
^toalla$	t o a ʝ a
^peine$	p e i n e
^cepillo$	s e p i ʝ o
^trenzar$	t ɾ e n s a ɾ
^navaja_de_afeitar$	n a β a x a + ð e + a f e i t a ɾ
^ungüento$	u n ɡ w e n t o
^jabón$	x a β o n
^espejo$	ɛ s p e x o
^habitar$	a β i t a ɾ
^vivir$	b i β i ɾ
^morar$	m o ɾ a ɾ
^casa$	k a s a
^cabaɲa$	k a β a ɲ a
^choza$	tʃ o s a
^casa_de_huerta$	k a s a + ð e + w ɛ ɾ t a
^granja$	ɡ ɾ a n x a
^toldo$	t o l d o
^cancha$	k a n tʃ a
^patio$	p a t j o
^casa_de_hombres$	k a s a + ð e + o m b ɾ e s
^cocina$	k o s i n a
^casa_de_reunión$	k a s a + ð e + r e u n j o n
^cuarto$	k w a ɾ t o
^pieza$	p j e s a
^puerta$	p w ɛ ɾ t a
^jamba_de_puerta$	x a m b a + ð e + p w ɛ ɾ t a
^larguero$	l a ɾ ɣ ɛ ɾ o
^cerradura$	s ɛ r a ð u ɾ a
^candado$	k a n d a ð o
^cerrojo$	s ɛ r o x o
^llave$	ɟ ʝ a β e
^ventana$	b e n t a n a
^suelo$	s w e l o
^pared$	p a ɾ ɛ ð
^muro$	m u ɾ o
^fogón$	f o ɣ o n
^estufa$	ɛ s t u f a
^chimenea$	tʃ i m e n e a
^escalera$	ɛ s k a l ɛ ɾ a
^cama$	k a m a
^almohada$	a l m o a ð a
^frazada$	f ɾ a s a ð a
^cobija$	k o β i x a
^silla$	s i ʝ a
^mesa$	m e s a
^lámpara$	l a m p a ɾ a
^antorcha$	a n t o ɾ tʃ a
^vela$	b e l a
^repisa$	r e p i s a
^batea$	b a t e a
^artesa$	a ɾ t e s a
^techo$	t e tʃ o
^paja$	p a x a
^cumbrera$	k u m b ɾ ɛ ɾ a
^viga$	b i ɣ a
^viga$	b i ɣ a
^poste$	p o s t e
^tabla$	t a β l a
^arco$	a ɾ k o
^albaɲil$	a l β a ɲ i l
^masón$	m a s o n
^ladrillo$	l a ð ɾ i ʝ o
^argamasa$	a ɾ ɣ a m a s a
^adobe$	a ð o β e
^labrador$	l a β ɾ a ð o ɾ
^ranchero$	r a n tʃ ɛ ɾ o
^agricultor$	a ɣ ɾ i k u l t o ɾ
^campo$	k a m p o
^chacra$	tʃ a k ɾ a
^jardín$	x a ɾ ð i n
^huerto$	w ɛ ɾ t o
^cultivar$	k u l t i β a ɾ
^labrar$	l a β ɾ a ɾ
^cerca$	s ɛ ɾ k a
^cerco$	s ɛ ɾ k o
^zanja$	s a n x a
^canal$	k a n a l
^arar$	a ɾ a ɾ
^surco$	s u ɾ k o
^excavar$	ɛ k s k a β a ɾ
^cavar$	k a β a ɾ
^laya$	l a ʝ a
^pala$	p a l a
^azadón$	a s a ð o n
^azada$	a s a ð a
^horqueta$	o ɾ k ɛ t a
^rastro$	r a s t ɾ o
^rastrillo$	r a s t ɾ i ʝ o
^sembrar$	s e m b ɾ a ɾ
^desparramar$	d ɛ s p a r a m a ɾ
^semilla$	s e m i ʝ a
^segar$	s e ɣ a ɾ
^cosechar$	k o s e tʃ a ɾ
^hoz$	o s
^guadaɲa$	ɡ w a ð a ɲ a
^trillar$	t ɾ i ʝ a ɾ
^desgranar$	d ɛ s ɣ ɾ a n a ɾ
^era$	ɛ ɾ a
^lugar_para_trillar$	l u ɣ a ɾ + p a ɾ a + t ɾ i ʝ a ɾ
^cosecha$	k o s e tʃ a
^siega$	s j e ɣ a
^grano$	ɡ ɾ a n o
^trigo$	t ɾ i ɣ o
^cebada$	s e β a ð a
^centeno$	s e n t e n o
^avena$	a β e n a
^maíz$	m a i s
^arroz$	a r o s
^hierba$	ɟ ʝ ɛ ɾ β a
^pasto$	p a s t o
^heno$	e n o
^paja$	p a x a
^planta$	p l a n t a
^plantar$	p l a n t a ɾ
^sembrar$	s e m b ɾ a ɾ
^raíz$	r a i s
^rama$	r a m a
^hoja$	o x a
^flor$	f l o ɾ
^árbol$	a ɾ β o l
^roble$	r o β l e
^haya$	a ʝ a
^abedul$	a β e ð u l
^pino$	p i n o
^abeto$	a β ɛ t o
^bellota$	b e ʝ o t a
^enredadera$	e n r e ð a ð ɛ ɾ a
^bejuco$	b e x u k o
^liana$	l j a n a
^tabaco$	t a β a k o
