tardar	tarˈðar
empezar	empeˈθar
comenzar	komeṇˈθar
inicio	iˈniθjo
durar	duˈrar
fin	fin
acabar	akaˈβar
terminar	termiˈnar
finalizar	finaliˈθar
terminar	termiˈnar
detenerse	
cesar	θeˈsar
listo	ˈlisto, -a
preparado	prepaˈraðo
siempre	ˈsjempre
a menudo	
frecuentemente	
a veces	
pronto	ˈpron̩to
por mucho tiempo	
nunca	ˈnuŋka
jamás	
otra vez	
de nuevo	
día	
noche	ˈnoʧe
madrugada	maðruˈɣaða
amanecer	amaneˈθer
maɲana	
mediodía	
tarde	ˈtarðe
vísperas	
noche	ˈnoʧe
hoy	oi̯
maɲana	
pasado maɲana	
ayer	aˈɟer
anteayer	an̩teaˈɟer
hora	ˈora
reloj	rreˈlox
semana	seˈmana
domingo	doˈmiŋgo
lunes	ˈlunes
martes	ˈmartes
miércoles	
jueves	ˈxweβes
viernes	ˈbjernes
sábado	
mes	mes
aɲo	
invierno	imˈbjerno
primavera	primaˈβera
verano	beˈrano
otoɲo	
estación	
oler	oˈler
olfatear	olfateˈar
husmear	usmeˈar
oler	oˈler
olfatear	olfateˈar
fragante	fraˈɣan̩te
bien oliente	
hediondo	eˈðjon̩do
gustar	gusˈtar
saborear	saβoreˈar
dulce	ˈduḷθe
salado	saˈlaðo, -a
amargo	aˈmarɣo
ácido	
agrio	ˈaɣrjo, -a
salobre	saˈloβre
oír	
escuchar	eskuˈʧar
sonido	soˈniðo
ruido	ˈrrwiðo
alta	ˈal̩ta
ruidoso	rrwiˈðoso, -a
silencio	siˈleṇθjo
tranquilo	traŋˈkilo, -a
ver	ber
mirar	miˈrar
contemplar	kon̩temˈplar
mostrar	mosˈtrar
seɲalar	
brillar	briˈʎar
brillante	briˈʎan̩te
resplandor	rresplan̩ˈdor
color	koˈlor
claro	ˈklaro
oscuro	o<span class="super">β</span>sˈkuro, -a
blanco	ˈblaŋko
negro	ˈneɣro
rojo	ˈrroxo
azul	aˈθul
amarillo	amaˈriʎo
tocar	toˈkar
pellizcar	peʎiθˈkar
sentir	sen̩ˈtir
duro	ˈduro
suave	suˈaβe
áspero	
suave	suˈaβe
liso	ˈliso, -a
afilado	afiˈlaðo, -a
aguzado	aɣuˈθaðo, -a
filoso	fiˈloso, -a
romo	ˈrromo, -a
embotado	emboˈtaðo, -a
pesado	peˈsaðo, -a
liviano	liˈβjano, -a
ligero	liˈxero, -a
mojado	moˈxaðo
húmedo	
seco	ˈseko, -a
caliente	kaˈljen̩te
tibio	ˈtiβjo, -a
cálido	
frío	
limpio	ˈlimpjo
sucio	ˈsuθjo, -a
arrugado	arruˈɣaðo, -a
alma	ˈalma
sorprendido	
estupefacto	estupeˈfakto, -a
buena suerte	
mala suerte	
alegre	aˈleɣre
contento	kon̩ˈten̩to
feliz	feˈliθ
reír	
sonreír	
jugar	xuˈɣar
querer	keˈrer
amar	aˈmar
besar	beˈsar
abrazar	aβraˈθar
dolor	doˈlor
tristeza	trisˈteθa
dolor	doˈlor
pena	ˈpena
ansiedad	
angustia	aŋˈgustja
preocupación	
lamentar	lamen̩ˈtar
sentir	sen̩ˈtir
compasión	
lástima	
llorar	ʎoˈrar
lágrima	
gemir	xeˈmir
odiar	oˈðjar
enojo	eˈnoxo
ira	ˈira
rabia	ˈrraβja
envidia	emˈbidja
celos	
vergüenza	
orgulloso	orɣuˈʎoso, -a
osar	oˈsar
atreverse	atreˈβerse
valiente	baˈljen̩te
